AMPLIFICADOR DE TELA DE CELULAR HD DE 12 POLEGADAS - amplificador de tela para celular HD, proteção de olhos anti-radiação, ampliador de vídeo para celular com suporte dobrável, para todos os smartphones, Preto.;21;https://www.amazon.com.br/sspa/click?ie=UTF8&spc=MTo2NDY4NTQwMDU2ODczOTc1OjE2OTA3MzA1NzA6c3BfYXRmOjMwMDAyMjcxMDQyMTUwMjo6MDo6&url=%2Fdp%2FB0CD613SJF%2Fref%3Dsr_1_1_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26crid%3D1YIHDLNNPWJHI%26keywords%3DCelular%26qid%3D1690730570%26sprefix%3Dcelular%252Caps%252C190%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Multilaser Módulo De Espelhamento Cabeado Para Ios E Android Saída Rca 1Way Preto - Au920;174;https://www.amazon.com.br/sspa/click?ie=UTF8&spc=MTo2NDY4NTQwMDU2ODczOTc1OjE2OTA3MzA1NzA6c3BfbXRmOjIwMDA1NDgwMzE3NzE2MTo6MDo6&url=%2FMultilaser-M%25C3%25B3dulo-Espelhamento-Cabeado-Android%2Fdp%2FB07QN79MDK%2Fref%3Dsr_1_24_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26crid%3D1YIHDLNNPWJHI%26keywords%3DCelular%26qid%3D1690730570%26sprefix%3Dcelular%252Caps%252C190%26sr%3D8-24-spons%26ufe%3Dapp_do%253Aamzn1.fos.6121c6c4-c969-43ae-92f7-cc248fc6181d%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Smartphone Motorola Moto G53 5G 128GB 4GB RAM Rosê;1.299;https://www.amazon.com.br/Smartphone-Motorola-Moto-128GB-Ros%C3%AA/dp/B0BSXQZZFX/ref=sr_1_25?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-25&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Smartphone Samsung A03 Core 32GB 2GB;612;https://www.amazon.com.br/Smartphone-Samsung-A03-Core-32GB/dp/B0BDPK3RN7/ref=sr_1_26?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-26&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Smartphone Motorola Moto G22 128GB 4GB RAM Azul;979;https://www.amazon.com.br/Smartphone-Motorola-Moto-128GB-Azul/dp/B09V86PRFB/ref=sr_1_27?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-27&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Samsung Galaxy A14 128GB 4G Wi-Fi Tela 6.6'' Dual Chip 4GB RAM Câmera Tripla de até 50MP + Selfie 13MP Bateria de 5000mAh - Preto;978;https://www.amazon.com.br/Samsung-Galaxy-C%C3%A2mera-Bateria-5000mAh/dp/B0BVMXFWZ1/ref=sr_1_28?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-28&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Samsung Galaxy A04e 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 3GB RAM Câmera Dupla + Selfie 5MP com modo Retrato Bateria de 5000mAh - Preto;699;https://www.amazon.com.br/Samsung-Galaxy-Retrato-Bateria-5000mAh/dp/B0BRQQ19SC/ref=sr_1_29?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-29&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Celular Flip Vita Dual Chip MP3 FM Azul Multilaser - P9020;190;https://www.amazon.com.br/Multilaser-Flip-Celular-Vita-Dual/dp/B074T48Z3W/ref=sr_1_30?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-30&ufe=app_do%3Aamzn1.fos.6121c6c4-c969-43ae-92f7-cc248fc6181d
Smartphone Motorola Moto G23 4G 128GB 4GB RAM Grafite;1.018;https://www.amazon.com.br/Smartphone-Motorola-Moto-128GB-Grafite/dp/B0BSXQZQ3J/ref=sr_1_31?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-31&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
PHILCO SMARTPHONE HIT P8 DARK BLUE 32G;399;https://www.amazon.com.br/PHILCO-SMARTPHONE-HIT-DARK-BLUE/dp/B0B2BMM34H/ref=sr_1_32?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-32&ufe=app_do%3Aamzn1.fos.4bb5663b-6f7d-4772-84fa-7c7f565ec65b
Smartphone Moto G42 128GB 4GB RAM Azul;999;https://www.amazon.com.br/Smartphone-Moto-G42-128GB-Azul/dp/B0B1RLDPCN/ref=sr_1_33?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-33&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Smartphone Xiaomi Redmi Note 12 Pro 5G Dual SIM 256GB - 8GB Ram (Versao Global) (Polar White);1.875;https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-Note-256GB/dp/B0BXQ4L774/ref=sr_1_34?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-34&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Smartphone Xiaomi Note 12 4G 128GB - 8GB Ram (Versao Global) (Mint Green)(M7U);1.161;https://www.amazon.com.br/Smartphone-Xiaomi-Note-12-128GB/dp/B0BZHYZ6ND/ref=sr_1_35?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-35&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Xiaomi Celular Desbloqueado Redmi 10C, 3Gb De Ram + 64Gb De Rom Oceano Azul;708;https://www.amazon.com.br/Xiaomi-Celular-Desbloqueado-Redmi-Oceano/dp/B09YVR4FD3/ref=sr_1_36_mod_primary_new?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=celular%2Caps%2C190&sr=8-36
Smartphone Xiaomi Redmi Note 12S Onyx Black 8GB Ram 256GB;699;https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-Black-256GB/dp/B0C3WJB8NK/ref=sr_1_37?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-37&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Smartphone Samsung Galaxy M14 5G, 128GB, 4GB RAM, Tela Infinita de 6.6" Dual Chip;1.348;https://www.amazon.com.br/Smartphone-Samsung-M14-5G-Infinita/dp/B0C6FM41ZM/ref=sr_1_38?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-38&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Xiaomi Redmi 10 2022 4GB + 128GB (Sea Blue);1.171;https://www.amazon.com.br/Xiaomi-Redmi-10-2022-128GB/dp/B09ZQG19RW/ref=sr_1_39?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-39&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Smartphone Xiaomi Redmi 12C 128GB 6GB Ram (Versao Global) (Graphite Gray);879;https://www.amazon.com.br/Smartphone-Xiaomi-Versao-Global-Graphite/dp/B0BXJM3ZKX/ref=sr_1_40?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-40&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Realme 8 128gb 6gb Ram 5G Dual SIM Supersonic black;822;https://www.amazon.com.br/Realme-128gb-Dual-Supersonic-black/dp/B091GXGYC2/ref=sr_1_41?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-41&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Samsung Galaxy S22 Ultra 256GB 5G Wi-Fi Tela 6.8'' Dual Chip 12GB RAM Câmera Quádrupla + Selfie 40MP - Preto;1.086;https://www.amazon.com.br/Smartphone-Samsung-Galaxy-Ultra-256gb/dp/B09V1ZFG48/ref=sr_1_42?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-42&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Smartphone Xiaomi Poco M5 128GB 6Gb Black no Brasil - Preto;4.349;https://www.amazon.com.br/Smartphone-Xiaomi-128GB-Black-Brasil/dp/B0BD64QF6F/ref=sr_1_43?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-43&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Smartphone INFINIX HOT 20i PRETO 128GB 4GB RAM, Câmera Tripla até 13MP, Bateria de 5000mAh, Tela 6,6” HD+, Dual Chip;990;https://www.amazon.com.br/Smartphone-INFINIX-C%C3%A2mera-Bateria-5000mAh/dp/B0BPJNN886/ref=sr_1_44?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-44&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Celular Xiaomi Redmi 9A Versão Global 32gb / 2gb Ram/Tela 6.53" - Green;809;https://www.amazon.com.br/Celular-Xiaomi-Redmi-Vers%C3%A3o-Global/dp/B08CH7RHDP/ref=sr_1_45?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-45&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Xiaomi Smartphone Redmi 9A 32GB 2GB RAM Dual Chip - Cinza;505;https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-Vers%C3%A3o-Global/dp/B08CGXVPXW/ref=sr_1_46?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-46&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Smartphone Xiaomi Redmi 10A 128GB 4GB RAM Tela 6,53" - Cinza;509;https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-10A-128GB/dp/B0BLX8D59H/ref=sr_1_47?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-47&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Smartphone Motorola Moto G52 128GB 4GB RAM Azul;759;https://www.amazon.com.br/Smartphone-Motorola-Moto-128GB-Azul/dp/B09Y1HT3RM/ref=sr_1_48?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-48&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Smartphone INFINIX Note 12 Pro 256 GB Câmera Tripla até 108 MP 5000 mAh Tela 6,7” de 60 Hz Full HD Dual Chip 8GB RAM – Grafite;1.178;https://www.amazon.com.br/Smartphone-INFINIX-Note-C%C3%A2mera-Tripla/dp/B0BPJSL7R7/ref=sr_1_49?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-49&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Apple iPhone 11 (64 GB) Branco;1.650;https://www.amazon.com.br/Iphone-Apple-Branco-64gb-Desbloqueado/dp/B08N1MG4VL/ref=sr_1_50?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-50&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Xiaomi Redmi A1 32gb 2gb Black - Preto;3.223;https://www.amazon.com.br/Xiaomi-Redmi-32gb-2gb-Black/dp/B0BCHBMZRV/ref=sr_1_51_mod_primary_new?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=celular%2Caps%2C190&sr=8-51
Celular Xiaomi Redmi 12C 3GB de RAM / 64GB / Tela 6.71''/ Dual Sim LTE - Purple Roxo (2212ARNC4L);515;https://www.amazon.com.br/Celular-Xiaomi-Redmi-64GB-Tela/dp/B0CCBXJQVD/ref=sr_1_52?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-52&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Redmi 10C 64gb 3gb 4g Graphite Gray;496;https://www.amazon.com.br/Redmi-10C-64gb-Graphite-Gray/dp/B0BF5V4RQH/ref=sr_1_53?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-53&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Smartphone Realme 11 Pro Plus 5G - 512GB - 12GB Ram (Versao Global) (Oasis Green);658;https://www.amazon.com.br/Smartphone-Realme-11-Pro-Plus/dp/B0CBG39X6X/ref=sr_1_54?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-54&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Smartphone Xiaomi Poco F5 com processador Snapdragon 7+ Gen 2 Dual SIM 5G 12gb Ram 256gb Rom (Black);689;https://www.amazon.com.br/Smartphone-Xiaomi-processador-Snapdragon-256gb/dp/B0C4L2P362/ref=sr_1_55?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-55&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Samsung Galaxy Z Flip4 128GB 5G Wi-Fi Tela dobrável de 6.7'' Dual Chip Processador Snapdragon 8GB RAM Câmera Dupla - Azul;2.685;https://www.amazon.com.br/Samsung-Galaxy-dobr%C3%A1vel-Processador-Snapdragon/dp/B0BDPC8PNK/ref=sr_1_56?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-56&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
HUION KAMVAS 13 Tablet de desenho com tela, tablet gráfico totalmente laminado de 13,3 polegadas com suporte de inclinação de caneta sem bateria para arte digital, pintura e design, funciona com Mac, PC e celular, preto;2.438;https://www.amazon.com.br/sspa/click?ie=UTF8&spc=MTo2NDY4NTQwMDU2ODczOTc1OjE2OTA3MzA1NzA6c3BfYnRmOjIwMDE3MDIxMjk1NzE5ODo6MDo6&url=%2FHUION-13-totalmente-laminada-polegadas%2Fdp%2FB083TTN47J%2Fref%3Dsr_1_57_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26crid%3D1YIHDLNNPWJHI%26keywords%3DCelular%26qid%3D1690730570%26sprefix%3Dcelular%252Caps%252C190%26sr%3D8-57-spons%26ufe%3Dapp_do%253Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Amazfit-smart watch gts 2, global, relógio inteligente com tela amoled, resistente à água, 5atm, compatível com celulares android e ios;3.464;https://www.amazon.com.br/sspa/click?ie=UTF8&spc=MTo2NDY4NTQwMDU2ODczOTc1OjE2OTA3MzA1NzA6c3BfYnRmOjIwMDA4ODI5NzkwMzY3MTo6MDo6&url=%2FAmazfit-smart-inteligente-resistente-compat%25C3%25ADvel-celulares%2Fdp%2FB08PV59PFC%2Fref%3Dsr_1_58_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26crid%3D1YIHDLNNPWJHI%26keywords%3DCelular%26qid%3D1690730570%26sprefix%3Dcelular%252Caps%252C190%26sr%3D8-58-spons%26ufe%3Dapp_do%253Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Amazfit-smartwatch trex pro, griseo 10atm versão global, relógio inteligente com gps, à prova d'água, bateria com duração de 18 dias, bateria de 390mah, para celulares android e ios;1.420;https://www.amazon.com.br/sspa/click?ie=UTF8&spc=MTo2NDY4NTQwMDU2ODczOTc1OjE2OTA3MzA1NzA6c3BfYnRmOjIwMDA5NDU2ODk5NDg3MTo6MDo6&url=%2FAmazfit-smartwatch-rel%25C3%25B3gio-inteligente-bateria-celulares%2Fdp%2FB08SVZN4CW%2Fref%3Dsr_1_59_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26crid%3D1YIHDLNNPWJHI%26keywords%3DCelular%26qid%3D1690730570%26sprefix%3Dcelular%252Caps%252C190%26sr%3D8-59-spons%26ufe%3Dapp_do%253Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Alça para celular ajustável de pescoço.;619;https://www.amazon.com.br/sspa/click?ie=UTF8&spc=MTo2NDY4NTQwMDU2ODczOTc1OjE2OTA3MzA1NzA6c3BfYnRmOjIwMDEyMjQ5MjIwNzk5ODo6MDo6&url=%2FAl%25C3%25A7a-para-celular-ajust%25C3%25A1vel-pesco%25C3%25A7o%2Fdp%2FB0BPW1BSV7%2Fref%3Dsr_1_60_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26crid%3D1YIHDLNNPWJHI%26keywords%3DCelular%26qid%3D1690730570%26sprefix%3Dcelular%252Caps%252C190%26sr%3D8-60-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
